Tulli	tull	tull	0		S	adt
     	tull	tull	0		S	sg g
     	tull	tull	0		S	sg p
     	@tuli	tule	i		V	s
     	tuli	tuli	0		S	sg n
Kohto	####	####				
     	kohtu	kohtu	0		V	o
     	#kohtu	kohus	0		S	sg g
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Nomwalz	####	####				
       	#Nomvalts	Nommwalz	0		H	sg n
nink	####	####				
    	#ning	ning	0		J	
antse	####	####				
     	#andis	and	se		V	s
Kohto	####	####				
     	kohtu	kohtu	0		V	o
     	#kohtu	kohus	0		S	sg g
een	####	####				
   	#ees	ees	0		K	
   	ees	ees	0		D	
ülles	####	####				
     	#üles	üles	0		D	
,	,	,			Z	
et	et	et	0		J	
wastsehhe	####	####				
         	#vastselt	vastselt	0		D	
Abbiello	####	####				
        	#abielu	abi_elu	0		S	sg g
sisse	sisse	sisse	0		D	
     	@sisse	sisse	0		K	
     	siss	siss	e		S	pl p
tahhap	####	####				
      	#tahab	taht	p		V	b
astu	astu	astu	0		V	o
    	£astuda	astu	0		V	da
nink	####	####				
    	#ning	ning	0		J	
üttel	üte	üte	l		S	sg ad
     	£ütles	ütle	0		V	s
,	,	,			Z	
et	et	et	0		J	
minno	####	####				
     	mind	mina	0		P	sg p
     	#minu	mina	0		P	sg g
Warra	####	####				
     	#vara	vara	0		S	sg n
,	,	,			Z	
mis	mis	mis	0		P	pl n
   	@mis	mis	0		P	sg n
Kaddunu	####	####				
       	#kadunud	kadu	nu		V	nud
Naisega	naisega	naine	ga		S	sg kom
Korjato	####	####				
       	#korjatud	korja	to		V	tud
mis	mis	mis	0		P	pl n
   	@mis	mis	0		P	sg n
Koggokonna	####	####				
          	#kogukonna	kogukond	0		S	sg g
Kohhus	####	####				
      	kohus	kohu	s		V	s
      	#kohus	kohus	0		S	sg n
ka	ka	ka	0		D	
ülle	ülle	ülle	0		D	
    	@üle	üle	0		D	
    	üle	üle	0		K	
om	####	####				
  	#on	ole	0		V	b
Kaenu	kae=nu	kae=nu	0		S	sg g
     	kae=nu	kae=nu	0		S	sg n
