Kohhus	####	####				
      	kohus	kohu	s		V	s
      	#kohus	kohus	0		S	sg n
kutsus	kutsu	kutsu	s		S	sg in
      	@kutsus	kutsu	s		V	s
henda	####	####				
     	#enda	ise	0		P	sg g
Kohto	####	####				
     	kohtu	kohtu	0		V	o
     	#kohtu	kohus	0		S	sg g
Kirjotaijat	####	####				
           	#kirjutajat	kirjutaja	t		S	sg p
,	,	,			Z	
August	@August	August	0		H	sg n
      	august	august	0		S	sg n
      	auk	auk	st		S	sg el
Neissari	####	####				
        	#Neissari	Neisar	0		H	sg p
Kohto	####	####				
     	kohtu	kohtu	0		V	o
     	#kohtu	kohus	0		S	sg g
ette	esi	esi	tte		S	adt
    	ette	ette	0		D	
    	@ette	ette	0		K	
,	,	,			Z	
nink	####	####				
    	#ning	ning	0		J	
noudis	####	####				
      	#nõudis	nõud	is		V	s
A	A	A	0		Y	?
Neisari	####	####				
        	#Neisari	Neisar	0		H	sg g
käest	@käest	käest	0		K	
     	käsi	käsi	st		S	sg el
Wallurahha	####	####				
          	#valuraha	valu_raha	0		S	sg g
perrast	####	####				
       	#pärast	pärast	0		K	
       	pärast	pärast	0		D	
mis	mis	mis	0		P	pl n
   	@mis	mis	0		P	sg n
Kirjotaija	####	####				
          	#kirjutaja	kirjutaja	0		S	sg n
A	A	A	0		Y	?
Neisar	####	####				
      	#Neisar	Neisar	0		H	sg n
sisse	@sisse	sisse	0		D	
     	sisse	sisse	0		K	
     	siss	siss	e		S	pl p
om	####	####				
  	#on	ole	0		V	b
wõtnu	võt=nu	võt=nu	0		S	sg g
     	võt=nu	võt=nu	0		S	sg n
     	£võtnud	võt	nu		V	nud
selletust	####	####				
         	#seletust	seletus	t		S	sg p
,	,	,			Z	
sest	see	see	st		P	sg el
    	@sest	sest	0		J	
Passi	pass	pass	0		S	adt
     	pass	pass	0		S	sg g
     	pass	pass	0		S	sg p
     	passi	passi	0		V	o
     	£passid	pass	0		S	pl n
,	,	,			Z	
Trahwi	trahv	trahv	0		S	adt
      	trahv	trahv	0		S	sg g
      	trahv	trahv	0		S	sg p
      	trahvi	trahvi	0		V	o
      	£trahvid	trahv	0		S	pl n
,	,	,			Z	
nink	####	####				
    	#ning	ning	0		J	
Pärahha	####	####				
       	#pearaha	pea_raha	0		S	sg n
oma	oma	oma	0		A	sg g
   	oma	oma	0		A	sg n
   	oma	oma	0		A	sg p
   	oma	oma	0		D	
   	oma	oma	0		P	sg g
   	oma	oma	0		P	sg n
   	oma	oma	0		P	sg p
   	oma	oma	0		S	sg g
   	oma	oma	0		S	sg n
   	oma	oma	0		S	sg p
   	oma	oma	0		V	o
   	£on	ole	ma		V	vad
pudus	pudu	pudu	s		S	sg in
     	£puudu	puudu	0		D	
mis	mis	mis	0		P	pl n
   	@mis	mis	0		P	sg n
se	####	####				
  	#see	see	0		P	sg n
Kohhus	####	####				
      	kohus	kohu	s		V	s
      	#kohus	kohus	0		S	sg n
Kätte	@kätte	käsi	tte		S	adt
     	kätte	kätte	0		K	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
Neisari	####	####				
       	#Neisari	Neisar	0		H	sg g
Kaest	kae	kae	st		S	sg el
     	£käest	käest	0		K	
sanu	####	####				
    	#saanud	saa	nu		V	nud
,	,	,			Z	
ja	ja	ja	0		J	
weel	@veel	veel	0		D	
    	vesi	vesi	l		S	sg ad
    	veel	vesi	l		S	sg ad
om	####	####				
  	#on	ole	0		V	b
Kuwwe	####	####				
     	#kuue	kuus	0		N	sg g
aijaste	####	####				
       	#aasta	ajastaig	0		S	sg g
Keiserlikko	####	####				
           	#keiserliku	keiserlik	0		A	sg g
Kihhelkonna	####	####				
           	#kihelkonna	kihelkond	0		S	sg g
Kohtopalga	####	####				
          	#kohtupalga	kohtu_palk	0		S	sg g
rahha	####	####				
