Kahkwa	####	####				
      	#Kahkva	Kahkwa	0		H	sg g
kog	####	####				
   	#kog	kog	0		Y	?
.	.	.			Z	
kohtu	kohtu	kohtu	0		V	o
     	@kohtu	kohus	0		S	sg g
een	####	####				
   	#ees	ees	0		K	
   	ees	ees	0		D	
sel	@sel	see	l		P	sg ad
   	sel	sel	0		Y	?
3	3	3	0		N	?
Junil	####	####				
     	#juunil	juuni	l		S	sg ad
1868.	1868.	1868.	0		O	?
Kaiwassiwa	####	####				
          	#kaebasid	kaeba	siva		V	sid
Jakob	Jakob	Jakob	0		H	sg n
Lepland	####	####				
       	#Lepland	Lepland	0		H	sg n
ja	@ja	ja	0		J	
  	ja	ja	0		H	sg n
Peeb	####	####				
    	#Peep	Peep	0		H	sg n
Lepman	####	####				
      	#Lepman	Lepman	0		H	sg n
,	,	,			Z	
et	et	et	0		J	
emma	####	####				
    	#nemad	tema	0		P	pl n
om	####	####				
  	on	ole	0		V	b
  	#on	ole	0		V	vad
sel	@sel	see	l		P	sg ad
   	sel	sel	0		Y	?
1864	1864	1864	0		N	?
aastal	aastal	aasta	l		S	sg ad
Peter	Peeter	Peter	0		H	sg n
Kübbarale	####	####				
         	#Kübarale	Kübbar	le		H	sg all
Wõrrol	####	####				
      	#Võrul	Wõrro	l		H	sg ad
nekruti	nekruti	nekrut	0		S	sg g
andmise	andmise	andmine	0		S	sg g
man	man	man	0		D	
   	@man	man	0		K	
rahha	####	####				
     	raha	raha	0		S	sg g
     	#raha	raha	0		S	sg p
lainanu	####	####				
       	#laenanud	laena	nu		V	nud
ülle	ülle	ülle	0		D	
    	@üle	üle	0		D	
    	üle	üle	0		K	
katte	kate	kate	0		S	sg g
     	katt	katt	e		S	pl p
     	@kätte	käsi	tte		S	adt
     	kätte	kätte	0		K	
     	kätte	kätte	0		D	
10	10	10	0		N	?
Rubla	rubla	rubla	0		S	sg g
     	rubla	rubla	0		S	sg n
     	@rubla	rubla	0		S	sg p
ja	@ja	ja	0		J	
  	ja	ja	0		H	sg n
nüüd	nüüd	nüüd	0		D	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
nemma	####	####				
     	#nemad	tema	0		P	pl n
sedda	####	####				
     	#seda	see	da		P	sg p
rahha	####	####				
     	raha	raha	0		S	sg g
     	#raha	raha	0		S	sg p
weel	@veel	veel	0		D	
    	vesi	vesi	l		S	sg ad
    	veel	vesi	l		S	sg ad
kostke	kost	kost	ke		V	ge
      	£kuskilt	kuskilt	0		D	
taggasi	####	####				
       	#tagasi	tagasi	0		D	
       	tagasi	tagasi	0		K	
mastus	####	####				
      	#makstud	maks	tus		V	tud tr
saanu	saanu	saanu	0		S	sg g
     	saanu	saanu	0		S	sg n
     	@saanud	saa	nu		V	nud
.	.	.			Z	
Ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
tulli	tull	tull	0		S	adt
     	tull	tull	0		S	sg g
     	tull	tull	0		S	sg p
     	@tuli	tule	i		V	s
     	tuli	tuli	0		S	sg n
Peter	Peeter	Peter	0		H	sg n
Kübbar	####	####				
      	#Kübar	Kübbar	0		H	sg n
ja	@ja	ja	0		J	
  	ja	ja	0		H	sg n
ütel	####	####				
    	#ütles	ütle	0		V	s
,	,	,			Z	
et	et	et	0		J	
tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
om	####	####				
  	#on	ole	0		V	b
sedda	####	####				
     	#seda	see	da		P	sg p
rahha	####	####				
     	raha	raha	0		S	sg g
     	#raha	raha	0		S	sg p
ladiku	####	####				
      	#laadikusse	laadik	0		S	sg ill
paknu	####	####				
     	#pakkunud	pakku	nu		V	nud
panda	pand	pand	0		S	adt
     	pand	pand	0		S	sg p
     	panda	panda	0		S	sg g
     	panda	panda	0		S	sg n
     	pane	pane	da		V	ta
     	£panna	pane	da		V	da
ent	ent	ent	0		J	
nüüd	nüüd	nüüd	0		D	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
tija	####	####				
    	#tea	tead	0		V	o
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
kos	####	####				
   	kos	kos	0		D	
   	#kus	kus	0		D	
se	####	####				
  	#see	see	0		P	sg n
rahha	####	####				
     	raha	raha	0		S	sg g
     	raha	raha	0		S	sg p
     	#raha	raha	0		S	sg n
om	####	####				
  	#on	ole	0		V	b
jäänu	jäänu	jäänu	0		S	sg g
     	jäänu	jäänu	0		S	sg n
     	jäänud	jäänud	0		A	sg g
     	@jäänud	jää	nu		V	nud
.	.	.			Z	
Kohtumees	kohtumees	kohtu_mees	0		S	sg n
Rein	Rein	Rein	0		H	sg n
Oinberg	####	####				
       	#Oinberg	Oinberg	0		H	sg n
üttel	üte	üte	l		S	sg ad
     	£ütles	ütle	0		V	s
,	,	,			Z	
et	et	et	0		J	
tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
selgeste	####	####				
        	#selgesti	selgesti	0		D	
mälletab	####	####				
        	#mäletab	mäleta	b		V	b
,	,	,			Z	
et	et	et	0		J	
se	####	####				
  	#see	see	0		P	sg n
kõrd	####	####				
    	kord	kord	0		D	
    	#kord	kord	0		S	sg n
pääle	####	####				
     	#peale	peale	0		K	
     	peale	peale	0		D	
