Uemoisas	####	####				
        	#Uuemõisas	Uuemõisa	s		H	sg in
sel	@sel	see	l		P	sg ad
   	sel	sel	0		Y	?
22sel	####	####				
     	#22sel	22=ne	l		O	sg ad
Webruaris	####	####				
         	#veebruaris	veebruar	s		S	sg in
Koggokonna-kohtus	####	####				
                 	#kogukonnakohtus	kogukonna_kohus	s		S	sg in
Koos	@koos	koos	0		D	
    	koos	koos	0		K	
    	koos	koos	0		S	sg n
    	kubu	kubu	s		S	sg in
ollid	####	####				
     	#olid	ole	id		V	sid
:	:	:			Z	
Kohtumees	kohtumees	kohtu_mees	0		S	sg n
Jürri	####	####				
     	#Jüri	Jürri	0		H	sg n
Eldermann	####	####				
         	#Eldermann	Eldermann	0		H	sg n
Körwasmehhed	####	####				
            	#kõrvamehed	kõrva_mees	d		S	pl n
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Rosenbaum	####	####				
         	#Rosenbaum	Rosenbaum	0		H	sg n
""""	""""	""""			Z	
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Jaansohn	####	####				
        	#Jaanson	Jaansohn	0		H	sg n
Uemoisast	####	####				
         	#Uuemõisast	Uuemõisa	st		S	sg el
.	.	.			Z	
Astusid	astusid	astu	sid		V	sid
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
pilleti	####	####				
       	#pileti	pilet	0		S	sg g
peale	peale	peale	0		D	
     	@peale	peale	0		K	
     	pea	pea	le		S	sg all
lastud	las=tud	las=tud	0		A	
      	las=tud	las=tud	0		A	sg n
      	las=tu	las=tu	d		S	pl n
      	las=tud	las=tud	d		A	pl n
      	@lastud	lask	tud		V	tud
soldatid	soldatid	soldat	d		S	pl n
:	:	:			Z	
1.	1.	1.	0		O	?
Mait	@Mait	Mait	0		H	sg n
    	mait	mait	0		S	sg n
Janipoeg	####	####				
        	#Jaanipoeg	Janipoeg	0		H	sg n
Kulpas	kulbas	kulbas	s		S	sg in
      	£Kulpas	Kulpas	0		H	sg n
kes	kes	kes	0		P	pl n
   	@kes	kes	0		P	sg n
sel	@sel	see	l		P	sg ad
   	sel	sel	0		Y	?
1852	1852.	1852	0		O	?
aastal	aastal	aasta	l		S	sg ad
Uemoisa	####	####				
       	#Uuemõisa	Uuemõisa	0		H	sg g
kogguk	####	####				
      	#kogguk	kogguk	0		Y	?
.	.	.			Z	
kronotistusse	####	####				
             	#kroonuteenistusse	kroonu_teenistus	se		S	adt
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
läinud	läinud	läinud	0		A	
      	läinud	läinud	0		A	sg n
      	läinu	läinu	d		S	pl n
      	läinud	läinud	d		A	pl n
      	@läinud	mine	nud		V	nud
ja	ja	ja	0		J	
1867	1867.	1867	0		O	?
a	a	a	0		Y	?
jälle	jälle	jälle	0		D	
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
koggokonda	####	####				
          	#kogukonda	kogukond	0		S	adt
taggais	####	####				
       	#tagasi	tagasi	0		D	
tulnud	tul=nud	tul=nud	0		A	
      	tul=nud	tul=nud	0		A	sg n
      	tul=nud	tul=nud	d		A	pl n
      	@tulnud	tule	nud		V	nud
      	tulnu	tulnu	d		S	pl n
;	;	;			Z	
annab	annab	and	b		V	b
kohhus	####	####				
      	kohus	kohu	s		V	s
      	#kohus	kohus	0		S	sg n
temmale	####	####				
       	#temale	tema	le		P	sg all
tunnistust	tunnistust	tunnistus	t		S	sg p
:	:	:			Z	
et	et	et	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
Uemoisa	####	####				
       	#Uuemõisa	Uuemõisa	0		H	sg g
koggok	####	####				
      	#koggok	koggok	0		Y	?
.	.	.			Z	
ennast	ennast	ise	t		P	sg p
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
assutanud	####	####				
         	#asutanud	asuta	nud		V	nud
,	,	,			Z	
