Sel	@sel	see	l		P	sg ad
   	sel	sel	0		Y	?
7nemal	####	####				
      	#7ndal	7=s	l		O	sg ad
Nowembril	novembril	november	l		S	sg ad
1850.	1850.	1850.	0		O	?
Ollid	Olli	Olli	d		H	pl n
     	£olid	ole	id		V	sid
kohhut	####	####				
      	#kohut	kohus	t		S	sg p
piddamas	####	####				
        	#pidamas	pida	mas		V	mas
:	:	:			Z	
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Keert	####	####				
     	#Keert	Keerdt	0		H	sg n
Kohtuwannem	####	####				
           	#kohtuvanem	kohtu_vanem	0		S	sg n
Hans	Hans	Hans	0		H	sg n
Smit	####	####				
    	#Smitt	Smitt	0		H	sg n
Kohtumees	kohtumees	kohtu_mees	0		S	sg n
Karl	Karl	Karl	0		H	sg n
Saar	saar	saar	0		S	sg n
    	£Saar	Saar	0		H	sg n
Wöölmölder	####	####				
          	#vöörmünder	vöörmünder	0		S	sg n
kohtumehhe	####	####				
          	#kohtumehe	kohtu_mees	0		S	sg g
assemal	ass_ema	ass_ema	l		S	sg ad
       	£asemel	asemel	0		K	
Tulli	tull	tull	0		S	adt
     	tull	tull	0		S	sg g
     	tull	tull	0		S	sg p
     	@tuli	tule	i		V	s
     	tuli	tuli	0		S	sg n
Arjo	####	####				
    	#Harju	Arjo	0		H	sg g
ma	mina	mina	0		P	sg n
  	£maa	maa	0		S	sg g
pole	ole	ole	0		V	neg o
    	£poole	poole	0		K	
ma	mina	mina	0		P	sg n
  	£maa	maa	0		S	sg g
mees	@mees	mees	0		S	sg n
    	mesi	mesi	s		S	sg in
Andres	@Andres	Andres	0		H	sg n
      	Andre	Andre	s		H	sg in
Weiber	####	####				
      	#Veiber	Weiber	0		H	sg n
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
ja	ja	ja	0		J	
räkis	####	####				
     	#rääkis	rääki	s		V	s
et	et	et	0		J	
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
waesusse	vaesus	vaesus	se		S	adt
        	£vaesuse	vaesus	0		S	sg g
pärrast	####	####				
       	pärast	pära	st		S	sg el
       	pärast	pärane	t		A	sg p
       	pärast	pärast	0		D	
       	#pärast	pärast	0		K	
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
wõllad	võllas	võllas	d		S	pl n
      	£võlad	võlg	d		S	pl n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
jouwa	####	####				
     	#jõua	jõud	0		V	o
tassuta	####	####				
       	#tasuda	tasu	ta		V	da
ja	ja	ja	0		J	
need	need	see	d		P	pl n
Arjo	####	####				
    	#Harju	Arjo	0		H	sg g
poledmaad	####	####				
         	#pooled_maad	pool_maa	d		S	pl n
mitte	mitte	mitte	0		D	
piddada	####	####				
       	#pidada	pida	da		V	da
ja	ja	ja	0		J	
sepärrast	####	####				
         	#seepärast	see_pärast	0		D	
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Riegika	####	####				
       	#Riigiga	Riek	ka		H	sg kom
kauba	kauba	kaup	0		S	sg g
teinut	teinu	teinu	t		S	sg p
      	£teinud	tege	nut		V	nud
,	,	,			Z	
et	et	et	0		J	
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Riek	####	####				
    	#Riik	Riek	0		H	sg n
tullewast	####	####				
         	#tulevast	tule	vast		V	v sg el
Jürripäewast	####	####				
            	#jüripäevast	jüri_päev	st		S	sg el
need	need	see	d		P	pl n
Arjo	####	####				
    	#Harju	Arjo	0		H	sg g
poledmaad	####	####				
         	#pooled_maad	pool_maa	d		S	pl n
wõttab	####	####				
      	#võtab	võt	b		V	b
wallitseda	####	####				
          	#valitseda	valitse	da		V	da
ja	ja	ja	0		J	
piddada	####	####				
       	#pidada	pida	da		V	da
ja	ja	ja	0		J	
Andres	@Andres	Andres	0		H	sg n
      	Andre	Andre	s		H	sg in
Weiber	####	####				
      	#Veiber	Weiber	0		H	sg n
Kronu	kronu	kronu	0		S	sg g
     	kronu	kronu	0		S	sg n
     	kronu	kronu	0		S	sg p
     	£kroonu	kroonu	0		S	sg g
ja	ja	ja	0		J	
Magasini	magasin	magasin	0		S	adt
