Kohala	####	####				
      	#Kohala	Kohala	0		H	sg g
möisa	####	####				
     	#mõisa	mõis	0		S	sg g
karjatse	####	####				
        	#karjase	karjane	0		S	sg g
,	,	,			Z	
Kristjani	Kristjani	Kristjan	0		H	sg g
naene	####	####				
     	#naine	naine	0		S	sg n
Sohwi	####	####				
     	#Sofia	Sohwia	0		H	sg n
Klansberg	####	####				
         	#Klansberg	Klansberg	0		H	sg n
kaebas	kaebas	kaeba	s		V	s
,	,	,			Z	
et	et	et	0		J	
tema	@tema	tema	0		P	sg g
    	tema	tema	0		P	sg n
tummal	@tummal	tumm	l		A	sg ad
      	tumm	tumm	l		S	sg ad
öel	####	####				
   	#õel	õde	l		S	sg ad
Maria	Maria	Maria	0		H	sg g
     	@Maria	Maria	0		H	sg n
Regendiinil	####	####				
           	#Regendiinil	Regendiin	l		H	sg ad
laps	laps	laps	0		S	sg n
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
ja	ja	ja	0		J	
ütleb	ütleb	ütle	b		V	b
seda	seda	see	da		P	sg p
Kustaw	kus=tav	kus=tav	0		A	sg n
      	kuse	kuse	tav		V	tav
      	£Kustav	Kustaw	0		H	sg n
Tamme	tamm	tamm	0		S	adt
     	tamm	tamm	0		S	sg g
     	tamm	tamm	0		S	sg p
     	tamm	tamm	e		S	pl p
     	£Tamme	Tamm	0		H	sg g
peale	peale	peale	0		D	
     	@peale	peale	0		K	
     	pea	pea	le		S	sg all
et	et	et	0		J	
Kustaw	kus=tav	kus=tav	0		A	sg n
      	kuse	kuse	tav		V	tav
      	£Kustav	Kustaw	0		H	sg n
Tamm	tamm	tamm	0		S	sg n
    	£Tamm	Tamm	0		H	sg n
ja	ja	ja	0		J	
Sohwi	####	####				
     	#Sofia	Sohwia	0		H	sg g
enese	enda	ise	0		P	sg g
mees	@mees	mees	0		S	sg n
    	mesi	mesi	s		S	sg in
Kristjan	Kristjan	Kristjan	0		H	sg n
Klansberg	####	####				
         	#Klansberg	Klansberg	0		H	sg n
on	ole	ole	0		V	b
  	@on	ole	0		V	vad
tumma	tumm	tumm	0		A	adt
     	tumm	tumm	0		A	sg g
     	tumm	tumm	0		A	sg p
     	tumm	tumm	0		S	adt
     	@tumma	tumm	0		S	sg g
     	tumm	tumm	0		S	sg p
juures	juures	juures	0		D	
      	@juures	juures	0		K	
      	juur	juur	s		S	sg in
käinud	käi=nud	käi=nud	0		A	
      	käi=nud	käi=nud	0		A	sg n
      	käi=nud	käi=nud	d		A	pl n
      	käinu	käinu	d		S	pl n
      	@käinud	käi	nud		V	nud
.	.	.			Z	
Kustaw	kus=tav	kus=tav	0		A	sg n
      	kuse	kuse	tav		V	tav
      	£Kustav	Kustaw	0		H	sg n
Tamm	tamm	tamm	0		S	sg n
